PlayerID_Name|Season|Team|PTS|STL|AST
111__greg_buckner|'00-'01|DAL|6.200000|0.900000|1.300000
111__greg_buckner|'01-'02|DAL|5.800000|0.700000|1.100000
111__greg_buckner|'02-'03|PHI|6.000000|1.000000|1.300000
111__greg_buckner|'03-'04|PHI|3.100000|0.400000|0.800000
111__greg_buckner|'04-'05|DEN|6.200000|1.100000|1.900000
111__greg_buckner|'05-'06|DEN|6.700000|1.200000|1.700000
111__greg_buckner|'06-'07|DAL|4.000000|0.600000|0.900000
111__greg_buckner|'07-'08|MIN|4.000000|0.700000|1.300000
111__greg_buckner|'08-'09|MEM|2.500000|0.500000|0.900000
112__jud_buechler|'90-'91|NJ|3.100000|0.400000|0.700000
112__jud_buechler|'91-'92|GS|1.900000|0.600000|0.700000
112__jud_buechler|'91-'92|NJ|4.000000|1.000000|1.000000
112__jud_buechler|'91-'92|SA|3.000000|0.700000|1.000000
112__jud_buechler|'92-'93|GS|6.200000|0.700000|1.300000
112__jud_buechler|'93-'94|GS|2.900000|0.200000|0.400000
112__jud_buechler|'94-'95|CHI|3.800000|0.400000|0.900000
112__jud_buechler|'95-'96|CHI|3.800000|0.500000|0.800000
112__jud_buechler|'96-'97|CHI|1.800000|0.300000|0.800000
