MatchID|Year|Team1|score1|Team2|score2
320911101|2012|tampa_bay_rays|2|baltimore_orioles|9
320911102|2012|new_york_yankees|3|boston_red_sox|4
320911103|2012|oakland_athletics|6|los_angeles_angels|5
320911104|2012|detroit_tigers|5|chicago_white_sox|3
320911108|2012|atlanta_braves|0|milwaukee_brewers|5
320911109|2012|kansas_city_royals|9|minnesota_twins|1
320911113|2012|cleveland_indians|4|texas_rangers|6
320911114|2012|seattle_mariners|4|toronto_blue_jays|3
320911117|2012|pittsburgh_pirates|3|cincinnati_reds|5
320911118|2012|chicago_cubs|0|houston_astros|1
320911121|2012|washington_nationals|5|new_york_mets|3
320911122|2012|miami_marlins|7|philadelphia_phillies|9
320911125|2012|st._louis_cardinals|4|san_diego_padres|6
320911127|2012|san_francisco_giants|9|colorado_rockies|8
320911129|2012|los_angeles_dodgers|0|arizona_diamondbacks|1
320912101|2012|tampa_bay_rays|2|baltimore_orioles|3
320912102|2012|new_york_yankees|5|boston_red_sox|4
320912103|2012|oakland_athletics|4|los_angeles_angels|1
320912104|2012|detroit_tigers|8|chicago_white_sox|6
320912108|2012|atlanta_braves|2|milwaukee_brewers|8
320912109|2012|kansas_city_royals|10|minnesota_twins|5
320912113|2012|cleveland_indians|2|texas_rangers|5
320912114|2012|seattle_mariners|3|toronto_blue_jays|2
320912117|2012|pittsburgh_pirates|1|cincinnati_reds|2
320912118|2012|chicago_cubs|5|houston_astros|1
320912121|2012|washington_nationals|2|new_york_mets|0
320912122|2012|miami_marlins|1|philadelphia_phillies|3
320912125|2012|st._louis_cardinals|2|san_diego_padres|3
320912127|2012|san_francisco_giants|8|colorado_rockies|3
320912129|2012|los_angeles_dodgers|2|arizona_diamondbacks|3
320913101|2012|tampa_bay_rays|2|baltimore_orioles|3
320913102|2012|new_york_yankees|2|boston_red_sox|0
320913103|2012|oakland_athletics|0|los_angeles_angels|6
320913104|2012|detroit_tigers||chicago_white_sox|
320913109|2012|kansas_city_royals|3|minnesota_twins|4
320913113|2012|cleveland_indians|5|texas_rangers|4
320913114|2012|seattle_mariners|3|toronto_blue_jays|8
320913118|2012|philadelphia_phillies|4|houston_astros|6
320913119|2012|st._louis_cardinals|2|los_angeles_dodgers|1
320914105|2012|detroit_tigers|4|cleveland_indians|0
320914107|2012|los_angeles_angels|9|kansas_city_royals|7
320914108|2012|new_york_mets|7|milwaukee_brewers|3
320914109|2012|chicago_white_sox|6|minnesota_twins|0
320914110|2012|tampa_bay_rays|6|new_york_yankees|4
320914111|2012|baltimore_orioles|2|oakland_athletics|3
320914113|2012|seattle_mariners|3|texas_rangers|9
320914114|2012|boston_red_sox|8|toronto_blue_jays|5
320914115|2012|washington_nationals|1|atlanta_braves|2
320914116|2012|pittsburgh_pirates|4|chicago_cubs|7
320914118|2012|philadelphia_phillies|12|houston_astros|6
320914119|2012|st._louis_cardinals|5|los_angeles_dodgers|8
320914125|2012|colorado_rockies|7|san_diego_padres|4
320914128|2012|cincinnati_reds|0|miami_marlins|4
320914129|2012|san_francisco_giants|6|arizona_diamondbacks|2
320915105|2012|detroit_tigers|5|cleveland_indians|3
320915107|2012|los_angeles_angels|2|kansas_city_royals|3
320915108|2012|new_york_mets|6|milwaukee_brewers|9
320915109|2012|chicago_white_sox|5|minnesota_twins|3
320915110|2012|tampa_bay_rays|3|new_york_yankees|5
320915111|2012|baltimore_orioles|2|oakland_athletics|5
